Siruta,Localitate,Votanti_LP,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_
24524,Podu Turcului,352000,769.2,769.2,2564,2564,10256,512.8,769.2,2564
24631,Poduri,353000,1222.65,1222.65,4075.5,4075.5,16302,815.1,1222.65,4075.5
24711,Racova,354000,536.7,536.7,1789,1789,7156,357.8,536.7,1789
24766,Racaciuni,355000,1256.85,1256.85,4189.5,4189.5,16758,837.9,1256.85,4189.5
24837,Rachitoasa,356000,736.35,736.35,2454.5,2454.5,9818,490.9,736.35,2454.5
24999,Rosiori,357000,357.3,357.3,1191,1191,4764,238.2,357.3,1191
25068,Sascut,358000,1507.05,1507.05,5023.5,5023.5,20094,1004.7,1507.05,5023.5
25148,Sanduleni,359000,701.25,701.25,2337.5,2337.5,9350,467.5,701.25,2337.5
25228,Saucesti,360000,813.3,813.3,2711,2711,10844,542.2,813.3,2711
25291,Scorteni,361000,463.05,463.05,1543.5,1543.5,6174,308.7,463.05,1543.5
25362,Secuieni,362000,346.2,346.2,1154,1154,4616,230.8,346.2,1154
25488,Solont,363000,552,552,1840,1840,7360,368,552,1840
25521,Stanisesti,364000,711.75,711.75,2372.5,2372.5,9490,474.5,711.75,2372.5
25629,Strugari,365000,385.95,385.95,1286.5,1286.5,5146,257.3,385.95,1286.5
25692,Tamasi,366000,465.15,465.15,1550.5,1550.5,6202,310.1,465.15,1550.5
25745,Tatarasti,367000,372.75,372.75,1242.5,1242.5,4970,248.5,372.75,1242.5
25825,Targu Trotus,368000,857.25,857.25,2857.5,2857.5,11430,571.5,857.25,2857.5
25861,Traian,369000,475.5,475.5,1585,1585,6340,317,475.5,1585
25932,Ungureni,370000,587.7,587.7,1959,1959,7836,391.8,587.7,1959
26029,Urechesti,371000,564.9,564.9,1883,1883,7532,376.6,564.9,1883
26083,Valea Seaca,372000,650.85,650.85,2169.5,2169.5,8678,433.9,650.85,2169.5
26118,Vultureni,373000,315.15,315.15,1050.5,1050.5,4202,210.1,315.15,1050.5
26289,Zemes,374000,739.05,739.05,2463.5,2463.5,9854,492.7,739.05,2463.5
26320,Sarata,375000,333.75,333.75,1112.5,1112.5,4450,222.5,333.75,1112.5
26338,Buciumi,376000,486.3,486.3,1621,1621,6484,324.2,486.3,1621
26346,Gioseni,377000,630.45,630.45,2101.5,2101.5,8406,420.3,630.45,2101.5
26353,Odobesti,378000,368.85,368.85,1229.5,1229.5,4918,245.9,368.85,1229.5
26361,Prajesti,379000,350.25,350.25,1167.5,1167.5,4670,233.5,350.25,1167.5
26379,Itesti,380000,224.85,224.85,749.5,749.5,2998,149.9,224.85,749.5
26564,Municipiul Oradea,381000,33427.5,33427.5,111425,111425,445700,22285,33427.5,111425
26582,Sanmartin,382000,1622.1,1622.1,5407,5407,21628,1081.4,1622.1,5407
26653,Santandrei,383000,858.9,858.9,2863,2863,11452,572.6,858.9,2863
26699,Oras Alesd,384000,1693.95,1693.95,5646.5,5646.5,22586,1129.3,1693.95,5646.5
26742,Astileu,385000,558.15,558.15,1860.5,1860.5,7442,372.1,558.15,1860.5
26804,Municipiul Beius,386000,1721.55,1721.55,5738.5,5738.5,22954,1147.7,1721.55,5738.5
26840,Oras Stei,387000,1115.1,1115.1,3717,3717,14868,743.4,1115.1,3717
26877,Municipiul Marghita,388000,2737.8,2737.8,9126,9126,36504,1825.2,2737.8,9126
26920,Oras Nucet,389000,319.65,319.65,1065.5,1065.5,4262,213.1,319.65,1065.5
26975,Municipiul Salonta,390000,2910.15,2910.15,9700.5,9700.5,38802,1940.1,2910.15,9700.5
27007,Oras Vascau,391000,364.35,364.35,1214.5,1214.5,4858,242.9,364.35,1214.5
27070,Abram,392000,466.5,466.5,1555,1555,6220,311,466.5,1555
27169,Abramut,393000,470.4,470.4,1568,1568,6272,313.6,470.4,1568
27212,Auseu,394000,447.3,447.3,1491,1491,5964,298.2,447.3,1491
27285,Avram Iancu,395000,519.75,519.75,1732.5,1732.5,6930,346.5,519.75,1732.5
27329,Balc,396000,501.15,501.15,1670.5,1670.5,6682,334.1,501.15,1670.5
27383,Batar,397000,846.6,846.6,2822,2822,11288,564.4,846.6,2822
27436,Biharia,398000,665.85,665.85,2219.5,2219.5,8878,443.9,665.85,2219.5
27506,Boianu Mare,399000,199.8,199.8,666,666,2664,133.2,199.8,666
27560,Borod,400000,600.45,600.45,2001.5,2001.5,8006,400.3,600.45,2001.5
27631,Bors,401000,625.05,625.05,2083.5,2083.5,8334,416.7,625.05,2083.5
27686,Bratca,402000,747,747,2490,2490,9960,498,747,2490
27757,Brusturi,403000,549.9,549.9,1833,1833,7332,366.6,549.9,1833
27846,Budureasa,404000,405.3,405.3,1351,1351,5404,270.2,405.3,1351
27908,Buduslau,405000,310.5,310.5,1035,1035,4140,207,310.5,1035
27935,Bulz,406000,320.85,320.85,1069.5,1069.5,4278,213.9,320.85,1069.5
27971,Buntesti,407000,668.55,668.55,2228.5,2228.5,8914,445.7,668.55,2228.5
28077,Cabesti,408000,277.95,277.95,926.5,926.5,3706,185.3,277.95,926.5
28139,Capalna,409000,222.3,222.3,741,741,2964,148.2,222.3,741
28193,Carpinet,410000,275.25,275.25,917.5,917.5,3670,183.5,275.25,917.5
28246,Cefa,411000,354.75,354.75,1182.5,1182.5,4730,236.5,354.75,1182.5
28335,Ceica,412000,531.75,531.75,1772.5,1772.5,7090,354.5,531.75,1772.5
28415,Cetariu,413000,325.2,325.2,1084,1084,4336,216.8,325.2,1084
28497,Cherechiu,414000,373.35,373.35,1244.5,1244.5,4978,248.9,373.35,1244.5
28530,Chislaz,415000,475.95,475.95,1586.5,1586.5,6346,317.3,475.95,1586.5
28610,Ciuhoi,416000,341.4,341.4,1138,1138,4552,227.6,341.4,1138
28665,Ciumeghiu,417000,689.25,689.25,2297.5,2297.5,9190,459.5,689.25,2297.5
28709,Campani,418000,361.5,361.5,1205,1205,4820,241,361.5,1205
28763,Cociuba Mare,419000,439.35,439.35,1464.5,1464.5,5858,292.9,439.35,1464.5
28816,Copacel,420000,324.3,324.3,1081,1081,4324,216.2,324.3,1081
28889,Cristioru De Jos,421000,200.85,200.85,669.5,669.5,2678,133.9,200.85,669.5
28941,Curatele,422000,367.8,367.8,1226,1226,4904,245.2,367.8,1226
29001,Curtuiseni,423000,600.45,600.45,2001.5,2001.5,8006,400.3,600.45,2001.5
29038,Derna,424000,398.85,398.85,1329.5,1329.5,5318,265.9,398.85,1329.5
29092,Diosig,425000,1060.05,1060.05,3533.5,3533.5,14134,706.7,1060.05,3533.5
29154,Dobresti,426000,818.4,818.4,2728,2728,10912,545.6,818.4,2728
29243,Draganesti,427000,440.1,440.1,1467,1467,5868,293.4,440.1,1467
29341,Dragesti,428000,391.05,391.05,1303.5,1303.5,5214,260.7,391.05,1303.5
29403,Finis,429000,547.05,547.05,1823.5,1823.5,7294,364.7,547.05,1823.5
29467,Girisu De Cris,430000,579.45,579.45,1931.5,1931.5,7726,386.3,579.45,1931.5
29519,Hidiselu De Sus,431000,466.65,466.65,1555.5,1555.5,6222,311.1,466.65,1555.5
29573,Holod,432000,481.05,481.05,1603.5,1603.5,6414,320.7,481.05,1603.5
29662,Husasau De Tinca,433000,349.65,349.65,1165.5,1165.5,4662,233.1,349.65,1165.5
29724,Ineu,434000,717.9,717.9,2393,2393,9572,478.6,717.9,2393
29760,Lazuri De Beius,435000,237,237,790,790,3160,158,237,790
29813,Lazareni,436000,481.35,481.35,1604.5,1604.5,6418,320.9,481.35,1604.5
29902,Lugasu De Jos,437000,547.95,547.95,1826.5,1826.5,7306,365.3,547.95,1826.5
29948,Lunca,438000,411.6,411.6,1372,1372,5488,274.4,411.6,1372
30014,Madaras,439000,420,420,1400,1400,5600,280,420,1400
30069,Magesti,440000,408.45,408.45,1361.5,1361.5,5446,272.3,408.45,1361.5
30149,Nojorid,441000,807.15,807.15,2690.5,2690.5,10762,538.1,807.15,2690.5
30229,Olcea,442000,414.75,414.75,1382.5,1382.5,5530,276.5,414.75,1382.5
30274,Osorhei,443000,1021.65,1021.65,3405.5,3405.5,13622,681.1,1021.65,3405.5
30336,Pietroasa,444000,477.6,477.6,1592,1592,6368,318.4,477.6,1592
30416,Pocola,445000,218.85,218.85,729.5,729.5,2918,145.9,218.85,729.5
30470,Pomezeu,446000,420,420,1400,1400,5600,280,420,1400
30568,Popesti,447000,1198.65,1198.65,3995.5,3995.5,15982,799.1,1198.65,3995.5
30648,Rabagani,448000,300,300,1000,1000,4000,200,300,1000
30719,Remetea,449000,431.85,431.85,1439.5,1439.5,5758,287.9,431.85,1439.5
30773,Rieni,450000,457.5,457.5,1525,1525,6100,305,457.5,1525
30844,Rosia,451000,369.15,369.15,1230.5,1230.5,4922,246.1,369.15,1230.5
30871,Sacadat,452000,270,270,900,900,3600,180,270,900
30915,Oras Sacueni,453000,1902.75,1902.75,6342.5,6342.5,25370,1268.5,1902.75,6342.5
30988,Salacea,454000,466.65,466.65,1555.5,1555.5,6222,311.1,466.65,1555.5
31011,Salard,455000,674.7,674.7,2249,2249,8996,449.8,674.7,2249
31057,Sambata,456000,204.9,204.9,683,683,2732,136.6,204.9,683
31128,Sarbi,457000,374.25,374.25,1247.5,1247.5,4990,249.5,374.25,1247.5
31208,Spinus,458000,174.9,174.9,583,583,2332,116.6,174.9,583
31262,Suplacu De Barcau,459000,683.55,683.55,2278.5,2278.5,9114,455.7,683.55,2278.5
31333,Simian,460000,612.15,612.15,2040.5,2040.5,8162,408.1,612.15,2040.5
31379,Sinteu,461000,169.65,169.65,565.5,565.5,2262,113.1,169.65,565.5
31422,Soimi,462000,379.35,379.35,1264.5,1264.5,5058,252.9,379.35,1264.5
31510,Suncuius,463000,483.75,483.75,1612.5,1612.5,6450,322.5,483.75,1612.5
31565,Tarcea,464000,412.2,412.2,1374,1374,5496,274.8,412.2,1374
31609,Tarcaia,465000,309,309,1030,1030,4120,206,309,1030
31654,Tauteu,466000,683.1,683.1,2277,2277,9108,455.4,683.1,2277
31716,Tileagd,467000,1060.65,1060.65,3535.5,3535.5,14142,707.1,1060.65,3535.5
31789,Tinca,468000,1253.55,1253.55,4178.5,4178.5,16714,835.7,1253.55,4178.5
31841,Tulca,469000,409.65,409.65,1365.5,1365.5,5462,273.1,409.65,1365.5
31878,Tetchea,470000,487.05,487.05,1623.5,1623.5,6494,324.7,487.05,1623.5
31921,Uileacu De Beius,471000,308.4,308.4,1028,1028,4112,205.6,308.4,1028
31976,Vadu Crisului,472000,606.9,606.9,2023,2023,8092,404.6,606.9,2023
32027,Oras Valea Lui Mihai,473000,1657.95,1657.95,5526.5,5526.5,22106,1105.3,1657.95,5526.5
32045,Viisoara,474000,199.35,199.35,664.5,664.5,2658,132.9,199.35,664.5
32090,Varciorog,475000,314.1,314.1,1047,1047,4188,209.4,314.1,1047
32153,Tamaseu,476000,309.6,309.6,1032,1032,4128,206.4,309.6,1032
32161,Paleu,477000,418.2,418.2,1394,1394,5576,278.8,418.2,1394
32179,Sannicolau Roman,478000,339.9,339.9,1133,1133,4532,226.6,339.9,1133
32187,Rosiori,479000,453.45,453.45,1511.5,1511.5,6046,302.3,453.45,1511.5
32195,Gepiu,480000,277.95,277.95,926.5,926.5,3706,185.3,277.95,926.5
32201,Toboliu,481000,314.4,314.4,1048,1048,4192,209.6,314.4,1048
32394,Municipiul Bistrita,482000,14012.25,14012.25,46707.5,46707.5,186830,9341.5,14012.25,46707.5
32483,Oras Beclean,483000,1850.25,1850.25,6167.5,6167.5,24670,1233.5,1850.25,6167.5
32544,Oras Nasaud,484000,1770.75,1770.75,5902.5,5902.5,23610,1180.5,1770.75,5902.5
32599,Oras Sangeorz-Bai,485000,1752.3,1752.3,5841,5841,23364,1168.2,1752.3,5841
32633,Bistrita Bargaului,486000,667.95,667.95,2226.5,2226.5,8906,445.3,667.95,2226.5
32660,Branistea,487000,474,474,1580,1580,6320,316,474,1580
32704,Budacu De Jos,488000,488.55,488.55,1628.5,1628.5,6514,325.7,488.55,1628.5
32768,Budesti,489000,294.15,294.15,980.5,980.5,3922,196.1,294.15,980.5
32811,Caianu Mic,490000,647.4,647.4,2158,2158,8632,431.6,647.4,2158
32884,Cetate,491000,434.25,434.25,1447.5,1447.5,5790,289.5,434.25,1447.5
32955,Ciceu-Giurgesti,492000,235.65,235.65,785.5,785.5,3142,157.1,235.65,785.5
33015,Chiochis,493000,441,441,1470,1470,5880,294,441,1470
33122,Chiuza,494000,333.45,333.45,1111.5,1111.5,4446,222.3,333.45,1111.5
33177,Cosbuc,495000,305.1,305.1,1017,1017,4068,203.4,305.1,1017
33202,Dumitra,496000,817.95,817.95,2726.5,2726.5,10906,545.3,817.95,2726.5
33248,Feldru,497000,1194.6,1194.6,3982,3982,15928,796.4,1194.6,3982
33275,Galatii Bistritei,498000,378.6,378.6,1262,1262,5048,252.4,378.6,1262
33337,Ilva Mare,499000,378,378,1260,1260,5040,252,378,1260
33364,Ilva Mica,500000,524.85,524.85,1749.5,1749.5,6998,349.9,524.85,1749.5
33382,Josenii Bargaului,501000,805.2,805.2,2684,2684,10736,536.8,805.2,2684
33435,Lechinta,502000,938.1,938.1,3127,3127,12508,625.4,938.1,3127
33514,Lesu,503000,442.05,442.05,1473.5,1473.5,5894,294.7,442.05,1473.5
33541,Livezile,504000,765.15,765.15,2550.5,2550.5,10202,510.1,765.15,2550.5
33603,Lunca Ilvei,505000,500.55,500.55,1668.5,1668.5,6674,333.7,500.55,1668.5
33621,Maieru,506000,1216.5,1216.5,4055,4055,16220,811,1216.5,4055
33658,Matei,507000,393.15,393.15,1310.5,1310.5,5242,262.1,393.15,1310.5
33729,Magura Ilvei,508000,326.55,326.55,1088.5,1088.5,4354,217.7,326.55,1088.5
33765,Mariselu,509000,386.1,386.1,1287,1287,5148,257.4,386.1,1287
33845,Micestii De Campie,510000,170.1,170.1,567,567,2268,113.4,170.1,567
33881,Milas,511000,192.6,192.6,642,642,2568,128.4,192.6,642
33952,Monor,512000,213.15,213.15,710.5,710.5,2842,142.1,213.15,710.5
33989,Nimigea,513000,813.15,813.15,2710.5,2710.5,10842,542.1,813.15,2710.5
34075,Nuseni,514000,428.55,428.55,1428.5,1428.5,5714,285.7,428.55,1428.5
34155,Parva,515000,389.1,389.1,1297,1297,5188,259.4,389.1,1297
34173,Petru Rares,516000,573.45,573.45,1911.5,1911.5,7646,382.3,573.45,1911.5
34235,Prundu Bargaului,517000,968.25,968.25,3227.5,3227.5,12910,645.5,968.25,3227.5
34262,Rebra,518000,415.35,415.35,1384.5,1384.5,5538,276.9,415.35,1384.5
34280,Rebrisoara,519000,745.2,745.2,2484,2484,9936,496.8,745.2,2484
34333,Rodna,520000,967.35,967.35,3224.5,3224.5,12898,644.9,967.35,3224.5
34360,Romuli,521000,269.7,269.7,899,899,3596,179.8,269.7,899
34397,Salva,522000,424.65,424.65,1415.5,1415.5,5662,283.1,424.65,1415.5
34422,Silivasu De Campie,523000,152.25,152.25,507.5,507.5,2030,101.5,152.25,507.5
34477,Sanmihaiu De Campie,524000,213,213,710,710,2840,142,213,710
34547,Spermezeu,525000,566.25,566.25,1887.5,1887.5,7550,377.5,566.25,1887.5
34618,Sant,526000,526.35,526.35,1754.5,1754.5,7018,350.9,526.35,1754.5
34645,Sieu,527000,449.1,449.1,1497,1497,5988,299.4,449.1,1497
34690,Sieu-Magherus,528000,680.55,680.55,2268.5,2268.5,9074,453.7,680.55,2268.5
34770,Sieu-Odorhei,529000,355.05,355.05,1183.5,1183.5,4734,236.7,355.05,1183.5
34850,Sieut,530000,397.65,397.65,1325.5,1325.5,5302,265.1,397.65,1325.5
34903,Sintereag,531000,551.1,551.1,1837,1837,7348,367.4,551.1,1837
34985,Teaca,532000,882.45,882.45,2941.5,2941.5,11766,588.3,882.45,2941.5
35054,Telciu,533000,918,918,3060,3060,12240,612,918,3060
35090,Tiha Bargaului,534000,996.6,996.6,3322,3322,13288,664.4,996.6,3322
35152,Tarlisua,535000,521.25,521.25,1737.5,1737.5,6950,347.5,521.25,1737.5
35269,Uriu,536000,557.25,557.25,1857.5,1857.5,7430,371.5,557.25,1857.5
35312,Urmenis,537000,293.1,293.1,977,977,3908,195.4,293.1,977
35429,Zagra,538000,541.35,541.35,1804.5,1804.5,7218,360.9,541.35,1804.5
35731,Municipiul Botosani,539000,18364.95,18364.95,61216.5,61216.5,244866,12243.3,18364.95,61216.5
35759,Curtesti,540000,807.6,807.6,2692,2692,10768,538.4,807.6,2692
35839,Rachiti,541000,730.2,730.2,2434,2434,9736,486.8,730.2,2434
35884,Stauceni,542000,545.7,545.7,1819,1819,7276,363.8,545.7,1819
35946,Oras Darabani,543000,1918.8,1918.8,6396,6396,25584,1279.2,1918.8,6396
36006,Municipiul Dorohoi,544000,4701.15,4701.15,15670.5,15670.5,62682,3134.1,4701.15,15670.5
36060,Oras Saveni,545000,1215.45,1215.45,4051.5,4051.5,16206,810.3,1215.45,4051.5
36131,Albesti,546000,1045.2,1045.2,3484,3484,13936,696.8,1045.2,3484
36202,Avrameni,547000,582.15,582.15,1940.5,1940.5,7762,388.1,582.15,1940.5
36300,Baluseni,548000,760.5,760.5,2535,2535,10140,507,760.5,2535
36373,Braesti,549000,317.4,317.4,1058,1058,4232,211.6,317.4,1058
36426,Broscauti,550000,524.55,524.55,1748.5,1748.5,6994,349.7,524.55,1748.5
36453,Oras Bucecea,551000,812.7,812.7,2709,2709,10836,541.8,812.7,2709
36499,Calarasi,552000,543.15,543.15,1810.5,1810.5,7242,362.1,543.15,1810.5
36532,Concesti,553000,283.65,283.65,945.5,945.5,3782,189.1,283.65,945.5
36569,Copalau,554000,657.45,657.45,2191.5,2191.5,8766,438.3,657.45,2191.5
36649,Cordareni,555000,277.65,277.65,925.5,925.5,3702,185.1,277.65,925.5
36676,Corlateni,556000,329.1,329.1,1097,1097,4388,219.4,329.1,1097
36756,Corni,557000,1014.15,1014.15,3380.5,3380.5,13522,676.1,1014.15,3380.5
36809,Cotusca,558000,739.8,739.8,2466,2466,9864,493.2,739.8,2466
36907,Cristesti,559000,742.2,742.2,2474,2474,9896,494.8,742.2,2474
36952,Cristinesti,560000,592.05,592.05,1973.5,1973.5,7894,394.7,592.05,1973.5
37011,Dersca,561000,484.65,484.65,1615.5,1615.5,6462,323.1,484.65,1615.5
37057,Dangeni,562000,455.85,455.85,1519.5,1519.5,6078,303.9,455.85,1519.5
37100,Dobarceni,563000,396.45,396.45,1321.5,1321.5,5286,264.3,396.45,1321.5
37173,Draguseni,564000,403.65,403.65,1345.5,1345.5,5382,269.1,403.65,1345.5
37217,Durnesti,565000,608.25,608.25,2027.5,2027.5,8110,405.5,608.25,2027.5
37280,Oras Flamanzi,566000,1791.45,1791.45,5971.5,5971.5,23886,1194.3,1791.45,5971.5
37324,Frumusica,567000,914.4,914.4,3048,3048,12192,609.6,914.4,3048
37397,George Enescu,568000,488.4,488.4,1628,1628,6512,325.6,488.4,1628
37459,Gorbanesti,569000,530.1,530.1,1767,1767,7068,353.4,530.1,1767
37547,Havarna,570000,698.85,698.85,2329.5,2329.5,9318,465.9,698.85,2329.5
37618,Hanesti,571000,329.55,329.55,1098.5,1098.5,4394,219.7,329.55,1098.5
37672,Hiliseu-Horia,572000,540.3,540.3,1801,1801,7204,360.2,540.3,1801
37734,Hlipiceni,573000,551.1,551.1,1837,1837,7348,367.4,551.1,1837
37770,Hudesti,574000,942.3,942.3,3141,3141,12564,628.2,942.3,3141
37823,Ibanesti,575000,596.4,596.4,1988,1988,7952,397.6,596.4,1988
37850,Leorda,576000,383.4,383.4,1278,1278,5112,255.6,383.4,1278
37912,Lunca,577000,656.25,656.25,2187.5,2187.5,8750,437.5,656.25,2187.5
37958,Manoleasa,578000,511.05,511.05,1703.5,1703.5,6814,340.7,511.05,1703.5
38063,Mihai Eminescu,579000,1182.15,1182.15,3940.5,3940.5,15762,788.1,1182.15,3940.5
38161,Mihaileni,580000,399,399,1330,1330,5320,266,399,1330
38241,Mihalaseni,581000,345.15,345.15,1150.5,1150.5,4602,230.1,345.15,1150.5
38321,Mileanca,582000,417.15,417.15,1390.5,1390.5,5562,278.1,417.15,1390.5
38376,Mitoc,583000,285.75,285.75,952.5,952.5,3810,190.5,285.75,952.5
38456,Nicseni,584000,402.75,402.75,1342.5,1342.5,5370,268.5,402.75,1342.5
38492,Paltinis,585000,458.7,458.7,1529,1529,6116,305.8,458.7,1529
38544,Pomarla,586000,404.25,404.25,1347.5,1347.5,5390,269.5,404.25,1347.5
38580,Prajeni,587000,515.85,515.85,1719.5,1719.5,6878,343.9,515.85,1719.5
38633,Radauti-Prut,588000,548.1,548.1,1827,1827,7308,365.4,548.1,1827
38679,Rauseni,589000,412.5,412.5,1375,1375,5500,275,412.5,1375
38731,Ripiceni,590000,311.1,311.1,1037,1037,4148,207.4,311.1,1037
38811,Roma,591000,513.15,513.15,1710.5,1710.5,6842,342.1,513.15,1710.5
38848,Romanesti,592000,317.1,317.1,1057,1057,4228,211.4,317.1,1057
38893,Santa Mare,593000,422.85,422.85,1409.5,1409.5,5638,281.9,422.85,1409.5
38982,Suharau,594000,709.35,709.35,2364.5,2364.5,9458,472.9,709.35,2364.5
39051,Sulita,595000,469.95,469.95,1566.5,1566.5,6266,313.3,469.95,1566.5
39122,Sendriceni,596000,631.65,631.65,2105.5,2105.5,8422,421.1,631.65,2105.5
39168,Oras Stefanesti,597000,883.05,883.05,2943.5,2943.5,11774,588.7,883.05,2943.5
39220,Stiubieni,598000,420.3,420.3,1401,1401,5604,280.2,420.3,1401
39266,Todireni,599000,545.25,545.25,1817.5,1817.5,7270,363.5,545.25,1817.5
39328,Trusesti,600000,834.6,834.6,2782,2782,11128,556.4,834.6,2782
39391,Tudora,601000,776.85,776.85,2589.5,2589.5,10358,517.9,776.85,2589.5
39417,Ungureni,602000,1007.85,1007.85,3359.5,3359.5,13438,671.9,1007.85,3359.5
39532,Unteni,603000,431.4,431.4,1438,1438,5752,287.6,431.4,1438
39612,Vaculesti,604000,307.95,307.95,1026.5,1026.5,4106,205.3,307.95,1026.5
39658,Viisoara,605000,300.75,300.75,1002.5,1002.5,4010,200.5,300.75,1002.5
39694,Varfu Campului,606000,516.45,516.45,1721.5,1721.5,6886,344.3,516.45,1721.5
39738,Vladeni,607000,747.6,747.6,2492,2492,9968,498.4,747.6,2492
39792,Vlasinesti,608000,448.65,448.65,1495.5,1495.5,5982,299.1,448.65,1495.5
39836,Vorniceni,609000,665.85,665.85,2219.5,2219.5,8878,443.9,665.85,2219.5
39872,Vorona,610000,1192.05,1192.05,3973.5,3973.5,15894,794.7,1192.05,3973.5
39942,Lozna,611000,310.95,310.95,1036.5,1036.5,4146,207.3,310.95,1036.5
39959,Dimacheni,612000,214.35,214.35,714.5,714.5,2858,142.9,214.35,714.5
39967,Candesti,613000,315.15,315.15,1050.5,1050.5,4202,210.1,315.15,1050.5
39975,Cosula,614000,471.9,471.9,1573,1573,6292,314.6,471.9,1573
39983,Blandesti,615000,314.85,314.85,1049.5,1049.5,4198,209.9,314.85,1049.5
40035,Adaseni,616000,220.35,220.35,734.5,734.5,2938,146.9,220.35,734.5
40198,Municipiul Brasov,617000,43643.25,43643.25,145477.5,145477.5,581910,29095.5,43643.25,145477.5
40214,Oras Ghimbav,618000,896.7,896.7,2989,2989,11956,597.8,896.7,2989
40241,Municipiul Codlea,619000,3913.5,3913.5,13045,13045,52180,2609,3913.5,13045
40278,Municipiul Fagaras,620000,5998.5,5998.5,19995,19995,79980,3999,5998.5,19995
40303,Oras Predeal,621000,776.55,776.55,2588.5,2588.5,10354,517.7,776.55,2588.5
40367,Oras Rasnov,622000,2657.25,2657.25,8857.5,8857.5,35430,1771.5,2657.25,8857.5
40394,Oras Rupea,623000,925.35,925.35,3084.5,3084.5,12338,616.9,925.35,3084.5
40438,Municipiul Sacele,624000,5408.85,5408.85,18029.5,18029.5,72118,3605.9,5408.85,18029.5
40465,Oras Victoria,625000,1326.45,1326.45,4421.5,4421.5,17686,884.3,1326.45,4421.5
40492,Oras Zarnesti,626000,3994.8,3994.8,13316,13316,53264,2663.2,3994.8,13316
40526,Apata,627000,532.5,532.5,1775,1775,7100,355,532.5,1775
40544,Beclean,628000,256.35,256.35,854.5,854.5,3418,170.9,256.35,854.5
40606,Bod,629000,707.55,707.55,2358.5,2358.5,9434,471.7,707.55,2358.5
40633,Bran,630000,796.5,796.5,2655,2655,10620,531,796.5,2655
40688,Budila,631000,692.1,692.1,2307,2307,9228,461.4,692.1,2307
40704,Bunesti,632000,403.05,403.05,1343.5,1343.5,5374,268.7,403.05,1343.5
40768,Cata,633000,414.9,414.9,1383,1383,5532,276.6,414.9,1383
40820,Cincu,634000,299.55,299.55,998.5,998.5,3994,199.7,299.55,998.5
40857,Comana,635000,460.95,460.95,1536.5,1536.5,6146,307.3,460.95,1536.5
40900,Cristian,636000,752.25,752.25,2507.5,2507.5,10030,501.5,752.25,2507.5
40928,Dumbravita,637000,780,780,2600,2600,10400,520,780,2600
40955,Feldioara,638000,1112.1,1112.1,3707,3707,14828,741.4,1112.1,3707
40991,Fundata,639000,117.75,117.75,392.5,392.5,1570,78.5,117.75,392.5
41033,Halchiu,640000,720.9,720.9,2403,2403,9612,480.6,720.9,2403
41088,Harman,641000,930.45,930.45,3101.5,3101.5,12406,620.3,930.45,3101.5
41113,Harseni,642000,338.85,338.85,1129.5,1129.5,4518,225.9,338.85,1129.5
41177,Hoghiz,643000,783.75,783.75,2612.5,2612.5,10450,522.5,783.75,2612.5
41248,Homorod,644000,388.5,388.5,1295,1295,5180,259,388.5,1295
41284,Jibert,645000,410.25,410.25,1367.5,1367.5,5470,273.5,410.25,1367.5
41346,Lisa,646000,271.35,271.35,904.5,904.5,3618,180.9,271.35,904.5
41382,Maierus,647000,481.65,481.65,1605.5,1605.5,6422,321.1,481.65,1605.5
41417,Mandra,648000,444.3,444.3,1481,1481,5924,296.2,444.3,1481
41471,Moieciu,649000,700.8,700.8,2336,2336,9344,467.2,700.8,2336
41541,Ormenis,650000,316.8,316.8,1056,1056,4224,211.2,316.8,1056
41578,Parau,651000,332.7,332.7,1109,1109,4436,221.8,332.7,1109
41621,Poiana Marului,652000,505.35,505.35,1684.5,1684.5,6738,336.9,505.35,1684.5
41667,Prejmer,653000,1443,1443,4810,4810,19240,962,1443,4810
41701,Racos,654000,525,525,1750,1750,7000,350,525,1750
41738,Recea,655000,487.2,487.2,1624,1624,6496,324.8,487.2,1624
41818,Sercaia,656000,438.6,438.6,1462,1462,5848,292.4,438.6,1462
41854,Sinca,657000,549.9,549.9,1833,1833,7332,366.6,549.9,1833
41925,Sanpetru,658000,864.15,864.15,2880.5,2880.5,11522,576.1,864.15,2880.5
41943,Soars,659000,322.95,322.95,1076.5,1076.5,4306,215.3,322.95,1076.5
